Type,Name,Schema,ParentName,ParentType,ParentSchema,Title,Description,CustomField1,CustomField2,CustomField3,ErrorMessage,LineNumber;;;;;;
No match found;;Type,Name,Schema;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,N,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,name,;;;;
Parent match failed;;COLUMN,name,;;;;
Parent match failed;;COLUMN,ModifiedDate,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,Name Style,;;;;
Parent match failed;;COLUMN,NameStyle,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,NationalIDNumber,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,name,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,Name,;;;;
Parent match failed;;COLUMN,net_job_creation,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,Object,;;;;
Parent match failed;;COLUMN,Object,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,OnlineOrderFlag,;;;;
Parent match failed;;COLUMN,OnOrderQty,;;;;
Parent match failed;;COLUMN,net_job_creation_rate,;;;;
Parent match failed;;COLUMN,name,;;;;
Parent match failed;;COLUMN,OperationSequence,;;;;
Parent match failed;;COLUMN,OrderDate,;;;;
Parent match failed;;COLUMN,OrderQty,;;;;
Parent match failed;;COLUMN,Order Quantity,;;;;
Parent match failed;;COLUMN,OrderDate,;;;;
Parent match failed;;COLUMN,order_id,;;;;
Parent match failed;;COLUMN,order_date,;;;;
Parent match failed;;COLUMN,OrderQty,;;;;
Parent match failed;;COLUMN,OrderQty,;;;;
Parent match failed;;COLUMN,OrganizationLevel,;;;;
Parent match failed;;COLUMN,OrderID,;;;;
Parent match failed;;COLUMN,OrganizationNode,;;;;
Parent match failed;;COLUMN,Origin,;;;;
Parent match failed;;COLUMN,OriginAirportID,;;;;
Parent match failed;;COLUMN,OriginCityName,;;;;
Parent match failed;;COLUMN,OriginCountry,;;;;
Parent match failed;;COLUMN,OriginLocation,;;;;
Parent match failed;;COLUMN,OriginRegion,;;;;
Parent match failed;;COLUMN,Owner,;;;;
Parent match failed;;COLUMN,PasswordHash,;;;;
Parent match failed;;COLUMN,PasswordSalt,;;;;
Parent match failed;;COLUMN,PayFrequency,;;;;
Parent match failed;;COLUMN,participants,;;;;
Parent match failed;;COLUMN,PerAssemblyQty,;;;;
Parent match failed;;COLUMN,PhoneNumber,;;;;
Parent match failed;;COLUMN,PersonID,;;;;
Parent match failed;;COLUMN,OriginWeather,;;;;
Parent match failed;;COLUMN,PhoneNumberTypeID,;;;;
Parent match failed;;COLUMN,PhoneNumberTypeID,;;;;
Parent match failed;;COLUMN,PhoneNumber,;;;;
Parent match failed;;COLUMN,PlannedCost,;;;;
Parent match failed;;COLUMN,PersonID,;;;;
Parent match failed;;COLUMN,OrderTrackingID,;;;;
Parent match failed;;COLUMN,PostalCode,;;;;
Parent match failed;;COLUMN,phpmemory,;;;;
Parent match failed;;COLUMN,pop,;;;;
Parent match failed;;COLUMN,Policy,;;;;
Parent match failed;;COLUMN,Price,;;;;
Parent match failed;;COLUMN,PostTime,;;;;
Parent match failed;;COLUMN,Primary,;;;;
Parent match failed;;COLUMN,Product Category Id,;;;;
Parent match failed;;COLUMN,PreferredVendorStatus,;;;;
Parent match failed;;COLUMN,Product Category Alternate Id,;;;;
Parent match failed;;COLUMN,Product Standard Cost,;;;;
Parent match failed;;COLUMN,Product Category Id,;;;;
Parent match failed;;COLUMN,Product Alternate Id,;;;;
Parent match failed;;COLUMN,Product Category Name,;;;;
Parent match failed;;COLUMN,Product Subcategory Id,;;;;
Parent match failed;;COLUMN,ProductAssemblyID,;;;;
Parent match failed;;COLUMN,Product Subcategory Name,;;;;
Parent match failed;;COLUMN,ProductCategoryID,;;;;
Parent match failed;;COLUMN,ProductDescriptionID,;;;;
Parent match failed;;COLUMN,ProductCategoryID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,Product Subcategory Alternate Id,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductDescriptionID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductLine,;;;;
Parent match failed;;COLUMN,ProductModelID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,PersonType,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductModelID,;;;;
Parent match failed;;COLUMN,ProductModelID,;;;;
Parent match failed;;COLUMN,ProductModelID,;;;;
Parent match failed;;COLUMN,ProductPhotoID,;;;;
Parent match failed;;COLUMN,ProductPhotoID,;;;;
Parent match failed;;COLUMN,ProductSubcategoryID,;;;;
Parent match failed;;COLUMN,products,;;;;
Parent match failed;;COLUMN,ProductSubcategoryID,;;;;
Parent match failed;;COLUMN,ProductID,;;;;
Parent match failed;;COLUMN,ProductReviewID,;;;;
Parent match failed;;COLUMN,PurchaseOrderID,;;;;
Parent match failed;;COLUMN,PurchaseOrderDetailID,;;;;
Parent match failed;;COLUMN,PurchaseOrderID,;;;;
Parent match failed;;COLUMN,Quantity,;;;;
Parent match failed;;COLUMN,Quantity,;;;;
Parent match failed;;COLUMN,quantity,;;;;
Parent match failed;;COLUMN,Quantity,;;;;
Parent match failed;;COLUMN,Quantity,;;;;
Parent match failed;;COLUMN,projects,;;;;
Parent match failed;;COLUMN,QuotaDate,;;;;
Parent match failed;;COLUMN,ProductNumber,;;;;
Parent match failed;;COLUMN,PurchasingWebServiceURL,;;;;
Parent match failed;;COLUMN,Rate,;;;;
Parent match failed;;COLUMN,PurchaseOrderNumber,;;;;
Parent match failed;;COLUMN,RateChangeDate,;;;;
Parent match failed;;COLUMN,rating,;;;;
Parent match failed;;COLUMN,Rating,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;VIEW,vVendorWithContacts,Purchasing;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,RANK,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,reallocation_rate,;;;;
Parent match failed;;COLUMN,ReasonType,;;;;
Parent match failed;;COLUMN,ReferenceOrderID,;;;;
Parent match failed;;COLUMN,ReceivedQty,;;;;
Parent match failed;;COLUMN,ReferenceOrderLineID,;;;;
Parent match failed;;COLUMN,ReferenceOrderLineID,;;;;
Parent match failed;;COLUMN,ReferenceOrderID,;;;;
Parent match failed;;COLUMN,ReorderPoint,;;;;
Parent match failed;;COLUMN,RejectedQty,;;;;
Parent match failed;;COLUMN,referer,;;;;
Parent match failed;;COLUMN,released,;;;;
Parent match failed;;COLUMN,Resume,;;;;
Parent match failed;;COLUMN,request,;;;;
Parent match failed;;COLUMN,ReviewDate,;;;;
Parent match failed;;COLUMN,ReviewerName,;;;;
Parent match failed;;COLUMN,Region,;;;;
Parent match failed;;COLUMN,response,;;;;
Parent match failed;;COLUMN,REVENUES($M),;;;;
Parent match failed;;COLUMN,RevisionNumber,;;;;
Parent match failed;;COLUMN,Revision,;;;;
Parent match failed;;COLUMN,RevisionNumber,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,roles,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;VIEW,vVendorWithContacts,Purchasing;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,rowguid,;;;;
Parent match failed;;COLUMN,SafetyStockLevel,;;;;
Parent match failed;;COLUMN,SalariedFlag,;;;;
Parent match failed;;COLUMN,SalesLastYear,;;;;
Parent match failed;;COLUMN,SalesLastYear,;;;;
Parent match failed;;COLUMN,Sales Order Number,;;;;
Parent match failed;;COLUMN,salary,;;;;
Parent match failed;;COLUMN,SalesOrderID,;;;;
Parent match failed;;COLUMN,Sales Order Line Number,;;;;
Parent match failed;;COLUMN,SalesOrderID,;;;;
Parent match failed;;COLUMN,SalesOrderDetailID,;;;;
Parent match failed;;COLUMN,SalesOrderID,;;;;
Parent match failed;;COLUMN,SalesOrderNumber,;;;;
Parent match failed;;COLUMN,SalesPersonID,;;;;
Parent match failed;;COLUMN,SalesPersonID,;;;;
Parent match failed;;COLUMN,SalesQuota,;;;;
Parent match failed;;COLUMN,SalesReasonID,;;;;
Parent match failed;;COLUMN,SalesReasonID,;;;;
Parent match failed;;COLUMN,SalesTaxRateID,;;;;
Parent match failed;;COLUMN,SalesQuota,;;;;
Parent match failed;;COLUMN,SalesYTD,;;;;
Parent match failed;;COLUMN,SalesYTD,;;;;
Parent match failed;;COLUMN,ScheduledStartDate,;;;;
Parent match failed;;COLUMN,Schema,;;;;
Parent match failed;;COLUMN,ScheduledEndDate,;;;;
Parent match failed;;COLUMN,ScrappedQty,;;;;
Parent match failed;;COLUMN,ScrapReasonID,;;;;
Parent match failed;;COLUMN,ScrapReasonID,;;;;
Parent match failed;;COLUMN,SellStartDate,;;;;
Parent match failed;;COLUMN,SellEndDate,;;;;
Parent match failed;;COLUMN,Shelf,;;;;
Parent match failed;;COLUMN,ShiftID,;;;;
Parent match failed;;COLUMN,ShiftID,;;;;
Parent match failed;;COLUMN,ShipBase,;;;;
Parent match failed;;COLUMN,ShipDate,;;;;
Parent match failed;;COLUMN,ShipDate,;;;;
Parent match failed;;COLUMN,ShipMethodID,;;;;
Parent match failed;;COLUMN,ShipMethodID,;;;;
Parent match failed;;COLUMN,sector,;;;;
Parent match failed;;COLUMN,ShipMethodID,;;;;
Parent match failed;;COLUMN,ShipToAddressID,;;;;
Parent match failed;;COLUMN,ShoppingCartItemID,;;;;
Parent match failed;;COLUMN,ShipRate,;;;;
Parent match failed;;COLUMN,ShoppingCartID,;;;;
Parent match failed;;COLUMN,SickLeaveHours,;;;;
Parent match failed;;VIEW,vVendorWithContacts,Purchasing;;;;
Parent match failed;;COLUMN,Size,;;;;
Parent match failed;;COLUMN,Size,;;;;
Parent match failed;;COLUMN,SizeUnitMeasureCode,;;;;
Parent match failed;;COLUMN,SpatialLocation,;;;;
Parent match failed;;COLUMN,sku,;;;;
Parent match failed;;COLUMN,SpecialOfferID,;;;;
Parent match failed;;COLUMN,sku,;;;;
Parent match failed;;COLUMN,Size Unit Code,;;;;
Parent match failed;;COLUMN,SpecialOfferID,;;;;
Parent match failed;;COLUMN,SpecialOfferID,;;;;
Parent match failed;;COLUMN,SalesOrderID,;;;;
Parent match failed;;COLUMN,StandardCost,;;;;
Parent match failed;;COLUMN,st,;;;;
Parent match failed;;COLUMN,st,;;;;
Parent match failed;;COLUMN,StartDate,;;;;
Parent match failed;;COLUMN,StandardPrice,;;;;
Parent match failed;;COLUMN,StartDate,;;;;
Parent match failed;;COLUMN,StandardCost,;;;;
Parent match failed;;COLUMN,StartDate,;;;;
Parent match failed;;COLUMN,StartDate,;;;;
Parent match failed;;COLUMN,StartDate,;;;;
Parent match failed;;COLUMN,StartDate,;;;;
Parent match failed;;COLUMN,StartDate,;;;;
Parent match failed;;COLUMN,StartTime,;;;;
Parent match failed;;COLUMN,state,;;;;
Parent match failed;;COLUMN,state,;;;;
Parent match failed;;COLUMN,State Province Code,;;;;
Parent match failed;;COLUMN,State Province Name,;;;;
Parent match failed;;COLUMN,State,;;;;
Parent match failed;;COLUMN,StateProvinceCode,;;;;
Parent match failed;;COLUMN,StateProvinceID,;;;;
Parent match failed;;COLUMN,start_date,;;;;
Parent match failed;;COLUMN,StateProvinceID,;;;;
Parent match failed;;COLUMN,StateProvinceID,;;;;
Parent match failed;;COLUMN,StateProvinceID,;;;;
Parent match failed;;COLUMN,Status,;;;;
Parent match failed;;COLUMN,StockedQty,;;;;
Parent match failed;;COLUMN,Style,;;;;
Parent match failed;;COLUMN,Status,;;;;
Parent match failed;;COLUMN,StockedQty,;;;;
Parent match failed;;COLUMN,StoreID,;;;;
Parent match failed;;COLUMN,SubTotal,;;;;
Parent match failed;;COLUMN,SubTotal,;;;;
Parent match failed;;COLUMN,Suffix,;;;;
Parent match failed;;COLUMN,Suffix,;;;;
Parent match failed;;COLUMN,SystemInformationID,;;;;
Parent match failed;;COLUMN,Status,;;;;
Parent match failed;;COLUMN,SYMBOL,;;;;
Parent match failed;;COLUMN,summary,;;;;
Parent match failed;;COLUMN,tagline,;;;;
Parent match failed;;COLUMN,tags,;;;;
Parent match failed;;COLUMN,TaxAmt,;;;;
Parent match failed;;COLUMN,TaxAmt,;;;;
Parent match failed;;COLUMN,TaxRate,;;;;
Parent match failed;;COLUMN,TerritoryID,;;;;
Parent match failed;;COLUMN,taxful_total_price,;;;;
Parent match failed;;COLUMN,taxless_total_price,;;;;
Parent match failed;;COLUMN,TerritoryID,;;;;
Parent match failed;;COLUMN,TerritoryID,;;;;
Parent match failed;;COLUMN,TerritoryID,;;;;
Parent match failed;;COLUMN,ThumbNailPhoto,;;;;
Parent match failed;;COLUMN,TerritoryID,;;;;
Parent match failed;;COLUMN,TerritoryID,;;;;
Parent match failed;;COLUMN,TaxType,;;;;
Parent match failed;;COLUMN,ThumbnailPhotoFileName,;;;;
Parent match failed;;COLUMN,Title,;;;;
Parent match failed;;COLUMN,Title,;;;;
Parent match failed;;COLUMN,Title,;;;;
Parent match failed;;COLUMN,title,;;;;
Parent match failed;;COLUMN,title,;;;;
Parent match failed;;COLUMN,timestamp,;;;;
Parent match failed;;COLUMN,timestamp_range,;;;;
Parent match failed;;COLUMN,timestamp,;;;;
Parent match failed;;COLUMN,ToCurrencyCode,;;;;
Parent match failed;;COLUMN,TotalDue,;;;;
Parent match failed;;COLUMN,TotalDue,;;;;
Parent match failed;;COLUMN,Total Product Cost,;;;;
Parent match failed;;COLUMN,TransactionDate,;;;;
Parent match failed;;COLUMN,total_unique_products,;;;;
Parent match failed;;COLUMN,TransactionDate,;;;;
Parent match failed;;COLUMN,TransactionID,;;;;
Parent match failed;;COLUMN,TransactionID,;;;;
Parent match failed;;COLUMN,total_quantity,;;;;
Parent match failed;;COLUMN,TransactionType,;;;;
Parent match failed;;COLUMN,TSQL,;;;;
Parent match failed;;COLUMN,TransactionType,;;;;
Parent match failed;;VIEW,vVendorWithAddresses,Purchasing;;;;
Parent match failed;;COLUMN,type,;;;;
Parent match failed;;COLUMN,UnitMeasureCode,;;;;
Parent match failed;;COLUMN,UnitMeasureCode,;;;;
Parent match failed;;COLUMN,UnitMeasureCode,;;;;
Parent match failed;;COLUMN,UnitPrice,;;;;
Parent match failed;;COLUMN,UnitPrice,;;;;
Parent match failed;;COLUMN,UnitPriceDiscount,;;;;
Parent match failed;;COLUMN,UserName,;;;;
Parent match failed;;COLUMN,url,;;;;
Parent match failed;;COLUMN,user,;;;;
Parent match failed;;COLUMN,VacationHours,;;;;
Parent match failed;;COLUMN,utc_time,;;;;
Parent match failed;;COLUMN,VersionDate,;;;;
Parent match failed;;COLUMN,VendorID,;;;;
Parent match failed;;COLUMN,wb:countries,;;;;
Parent match failed;;COLUMN,TrackingEventID,;;;;
Parent match failed;;COLUMN,Type,;;;;
Parent match failed;;COLUMN,Weight,;;;;
Parent match failed;;COLUMN,Weight,;;;;
Parent match failed;;COLUMN,WEBSITE,;;;;
Parent match failed;;COLUMN,XmlEvent,;;;;
Parent match failed;;COLUMN,WeightUnitMeasureCode,;;;;
Parent match failed;;COLUMN,WorkOrderID,;;;;
Parent match failed;;COLUMN,WorkOrderID,;;;;
Parent match failed;;VIEW,vVendorWithAddresses,Purchasing;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,Weight Unit Code,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;COLUMN,year,;;;;
Parent match failed;;VIEW,vVendorWithAddresses,Purchasing;;;;
Parent match failed;;FUNCTION,ufnGetAccountingEndDate,dbo;;;;
Parent match failed;;COLUMN,TrackingEventID,;;;;
Parent match failed;;FUNCTION,ufnGetAccountingEndDate,dbo;;;;
Parent match failed;;FUNCTION,ufnGetAccountingEndDate,dbo;;;;
Parent match failed;;VIEW,vStoreWithDemographics,Sales;;;;
Parent match failed;;FUNCTION,ufnGetAccountingStartDate,dbo;;;;
Parent match failed;;FUNCTION,ufnGetAccountingStartDate,dbo;;;;
Parent match failed;;FUNCTION,ufnGetContactInformation,dbo;;;;
Parent match failed;;FUNCTION,ufnGetContactInformation,dbo;;;;
Parent match failed;;FUNCTION,ufnGetContactInformation,dbo;;;;
Parent match failed;;FUNCTION,ufnGetDocumentStatusText,dbo;;;;
Parent match failed;;FUNCTION,ufnGetDocumentStatusText,dbo;;;;
Parent match failed;;FUNCTION,ufnGetDocumentStatusText,dbo;;;;
Parent match failed;;FUNCTION,ufnGetProductDealerPrice,dbo;;;;
Parent match failed;;FUNCTION,ufnGetProductListPrice,dbo;;;;
Parent match failed;;FUNCTION,ufnGetProductDealerPrice,dbo;;;;
Parent match failed;;FUNCTION,ufnGetProductDealerPrice,dbo;;;;
Parent match failed;;FUNCTION,ufnGetProductListPrice,dbo;;;;
Parent match failed;;FUNCTION,ufnGetProductStandardCost,dbo;;;;
Parent match failed;;VIEW,vStoreWithDemographics,Sales;;;;
Parent match failed;;FUNCTION,ufnGetProductStandardCost,dbo;;;;
Parent match failed;;FUNCTION,ufnGetProductListPrice,dbo;;;;
Parent match failed;;FUNCTION,ufnGetProductStandardCost,dbo;;;;
Parent match failed;;FUNCTION,ufnGetSalesOrderStatusText,dbo;;;;
Parent match failed;;VIEW,vStoreWithDemographics,Sales;;;;
Parent match failed;;FUNCTION,ufnGetPurchaseOrderStatusText,dbo;;;;
Parent match failed;;FUNCTION,ufnGetPurchaseOrderStatusText,dbo;;;;
Parent match failed;;FUNCTION,ufnGetPurchaseOrderStatusText,dbo;;;;
Parent match failed;;FUNCTION,ufnGetSalesOrderStatusText,dbo;;;;
Parent match failed;;FUNCTION,ufnGetStock,dbo;;;;
Parent match failed;;FUNCTION,ufnGetSalesOrderStatusText,dbo;;;;
Parent match failed;;FUNCTION,ufnGetAccountingStartDate,dbo;;;;
Parent match failed;;FUNCTION,ufnGetStock,dbo;;;;
Parent match failed;;FUNCTION,ufnGetStock,dbo;;;;
Parent match failed;;VIEW,vStoreWithContacts,Sales;;;;
Parent match failed;;FUNCTION,ufnLeadingZeros,dbo;;;;
Parent match failed;;FUNCTION,ufnLeadingZeros,dbo;;;;
No match found;;GLOSSARY_ENTRY,Billing Address,;;;;
Parent match failed;;FUNCTION,ufnLeadingZeros,dbo;;;;
No match found;;GLOSSARY_ENTRY,Bill Of Materials,;;;;
No match found;;GLOSSARY_ENTRY,Customer,;;;;
No match found;;GLOSSARY_ENTRY,Inventory,;;;;
No match found;;GLOSSARY_ENTRY,Freight,;;;;
No match found;;GLOSSARY_ENTRY,Inventory Location,;;;;
No match found;;GLOSSARY_ENTRY,Department,;;;;
No match found;;GLOSSARY_ENTRY,Mfg Location Capacity,;;;;
No match found;;GLOSSARY_ENTRY,Manufacturing Location,;;;;
No match found;;GLOSSARY_ENTRY,Mfg Location Cost Rate,;;;;
No match found;;GLOSSARY_ENTRY,Customer Purchase Order Number,;;;;
No match found;;GLOSSARY_ENTRY,Procurement,;;;;
No match found;;GLOSSARY_ENTRY,Manufacturing,;;;;
No match found;;GLOSSARY_ENTRY,Online (Sales) Order,;;;;
No match found;;GLOSSARY_ENTRY,Product Number,;;;;
No match found;;GLOSSARY_ENTRY,Product Category,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order,;;;;
No match found;;GLOSSARY_ENTRY,Product,;;;;
No match found;;GLOSSARY_ENTRY,Product Standard Cost,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Date,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Due Date,;;;;
No match found;;GLOSSARY_ENTRY,Product Model,;;;;
Parent match failed;;VIEW,vStoreWithContacts,Sales;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Ship Date,;;;;
No match found;;GLOSSARY_ENTRY,Customer Product Review,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Rejected Quantity,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Quantity,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Stocked Quantity,;;;;
No match found;;GLOSSARY_ENTRY,Sales,;;;;
No match found;;GLOSSARY_ENTRY,Sales Commission,;;;;
No match found;;GLOSSARY_ENTRY,Sales Order,;;;;
Parent match failed;;VIEW,vStoreWithContacts,Sales;;;;
No match found;;GLOSSARY_ENTRY,Sales Order Date,;;;;
No match found;;GLOSSARY_ENTRY,Sales Bonus,;;;;
No match found;;GLOSSARY_ENTRY,Sales Order Due Date,;;;;
No match found;;GLOSSARY_ENTRY,Sales Order Ship Date,;;;;
No match found;;GLOSSARY_ENTRY,Sales Person,;;;;
No match found;;GLOSSARY_ENTRY,Sales Person Quota,;;;;
